Building_Type,Year_Built,Floor_Area_m2,Orientation,Material,Insulation_Level,insulation_binary,Solar_Potential_kWh_m2,Wind_Potential_m_s,Geothermal_Potential,Energy_Demand_kWh,Installation_Area_m2,Carbon_Reduction_%,Payback_Period_Years,Optimal_Solar_Utilization_%
Thatched_Hut,1783,242,South,Timber,High,High,7.309661224,3.007530461,1.288655505,11722,80,30.48181893,5.928507121,19.80808525
Wooden_House,1721,136,North,Brick,Medium,High,7.034258913,3.541599577,1.577152607,13201,37,31.02276002,8.630470835,8.242018419
Stone_Villa,1726,150,South,Stone,High,High,4.582479979,4.389934607,1.372180922,9144,89,31.80011408,10.4534726,26.14904576
Thatched_Hut,1894,57,North,Stone,High,High,4.276651476,3.013944651,1.921654373,10606,99,38.27808101,6.824434183,22.07969621
Wooden_House,1935,126,South,Stone,Low,Low,5.397739574,4.116470074,0.580545618,11766,34,34.96573457,6.140416151,15.2799385
Stone_Villa,1791,249,West,Brick,Low,Low,3.529336603,2.562513371,0.659368563,18632,67,28.70171161,7.357733777,13.21870066
Wooden_House,1720,298,East,Brick,Low,Low,3.603237571,4.25179537,0.760507455,5730,91,29.97146306,8.882894236,23.53572596
Wooden_House,1783,136,West,Brick,Medium,High,5.713162558,2.707989818,1.535256606,9890,32,16.41220786,9.026957164,9.336904577
Brick_Cottage,1961,92,West,Brick,High,High,5.581797617,2.430634268,1.468393809,6648,62,29.71956475,5.916134334,21.788694
Brick_Cottage,1846,178,North,Brick,Low,Low,7.478327956,2.556226551,1.83808829,9228,79,22.74037037,8.202981934,20.70090819
Stone_Villa,1956,158,South,Thatch,Low,Low,4.307367341,2.546189387,1.599316179,16846,76,14.58885612,6.877975369,12.68712573
Brick_Cottage,1757,228,East,Thatch,Low,Low,4.532415717,3.538588638,1.262533231,7130,90,34.19208458,10.89416953,22.54536231
Stone_Villa,1714,201,North,Stone,High,High,3.954162569,4.534392744,1.987747689,19392,36,25.30741299,7.195025924,6.721981963
Brick_Cottage,1861,276,North,Timber,High,High,7.170172039,2.238815231,0.899161934,17663,69,39.32275125,10.87093167,22.12858396
Wooden_House,1862,201,North,Stone,High,High,6.611244978,4.120868955,1.74978749,15588,51,18.45038063,7.999952288,17.31635206
Stone_Villa,1980,66,West,Timber,Medium,High,6.789356446,3.963039379,1.140185558,9366,41,24.42010337,10.08610036,11.84040368
Stone_Villa,1979,182,South,Brick,Medium,High,7.111055152,4.617559855,1.473102708,6506,74,23.43986364,8.5704216,21.81764419
Wooden_House,1711,197,South,Timber,Low,Low,5.599599947,2.732442682,1.590902706,7158,76,13.62338567,9.353738369,13.94249822
Stone_Villa,1973,70,East,Stone,High,High,5.304772766,3.350329576,1.450631131,7916,32,22.78345836,7.767495576,9.69801497
Stone_Villa,1970,281,South,Stone,Low,Low,4.821565895,4.777482123,0.710760955,17363,66,18.62660369,10.37744737,14.33739649
Brick_Cottage,1907,107,South,Timber,High,High,5.856858457,3.97998035,1.164426516,8229,81,14.80961414,7.976325685,20.12729938
Stone_Villa,1726,208,North,Thatch,High,High,5.317113587,3.166305239,1.342157567,16795,73,18.46466752,8.202231526,12.90934913
Thatched_Hut,1771,159,North,Brick,High,High,5.306262346,2.394237149,1.773565639,19244,48,16.99755074,8.623750678,14.74936449
Wooden_House,1759,277,West,Brick,Medium,High,7.247711455,2.787455024,1.165468623,14858,41,32.02220593,10.82276883,8.652815449
Brick_Cottage,1844,188,North,Stone,Medium,High,7.436126057,3.743646432,1.878120957,17616,84,10.92325535,9.6156525,21.25197324
Brick_Cottage,1792,229,North,Thatch,High,High,6.685937557,4.154503843,1.160561335,11265,48,28.52388244,7.444122706,9.491104737
Thatched_Hut,1707,192,North,Timber,Low,Low,6.527032361,2.373265661,1.323169789,9136,67,32.81984026,9.692237438,21.32593336
Wooden_House,1778,260,North,Brick,High,High,6.222232647,3.79879178,1.694428524,18478,24,24.42170369,9.496986011,5.200885793
Wooden_House,1726,184,West,Thatch,High,High,4.164299409,3.651053837,1.374601527,16161,54,37.9469494,11.51713493,14.52839242
Brick_Cottage,1873,292,North,Brick,Low,Low,3.736423284,3.54186634,1.940327109,7689,93,31.23642086,10.88991505,19.02879975
Stone_Villa,1749,77,East,Thatch,High,High,6.26290526,4.070369353,1.490503746,12190,90,32.43770954,9.532128466,24.69526991
Brick_Cottage,1898,100,East,Thatch,Low,Low,6.415144889,4.512348785,1.284064181,15518,65,15.90800462,7.390549775,14.53377395
Wooden_House,1880,284,East,Stone,Medium,High,3.687891964,2.96896905,0.535387952,7810,54,33.31886728,10.45703514,16.13051762
Thatched_Hut,1723,235,East,Brick,Medium,High,7.212207001,4.66703657,1.120599346,15708,64,34.96284208,9.026458051,15.94580817
Brick_Cottage,1745,54,North,Timber,Low,Low,3.864562558,2.481900838,0.948872629,16663,32,20.83799165,11.89688992,10.56143337
Wooden_House,1714,54,East,Stone,Medium,High,4.643602135,2.519071609,1.622158502,11152,29,16.40089204,6.7325429,3.721436655
Brick_Cottage,1852,143,North,Stone,Medium,High,6.189559251,2.800316191,0.812416513,5012,85,21.55152038,5.557590887,18.97152684
Stone_Villa,1921,295,West,Timber,Low,Low,4.179490378,2.358592609,0.807830131,18211,89,32.18823907,5.489242683,21.99705562
Brick_Cottage,1905,145,East,Stone,Medium,High,3.721663554,2.690957674,0.784278565,16162,91,22.52917018,9.480212718,15.86830207
Brick_Cottage,1972,57,South,Thatch,High,High,4.824585957,2.319235289,0.68842342,10938,44,32.09955626,11.5748216,8.967624897
Wooden_House,1935,113,East,Thatch,High,High,6.563886299,4.465257251,0.966510506,12999,63,13.40693623,5.0135234,20.56530191
Wooden_House,1927,187,East,Brick,Low,Low,5.154714716,2.416906976,1.828883172,12219,79,34.18035131,10.08039733,24.54765568
Wooden_House,1708,87,North,Brick,Medium,High,6.111891688,4.241892673,1.662392708,10328,66,17.59622445,9.599456278,18.49317651
Brick_Cottage,1865,160,East,Timber,High,High,5.818476389,2.143741604,1.602876824,8621,59,17.46786963,10.12612935,11.95279979
Stone_Villa,1913,273,South,Brick,High,High,3.588873928,4.845560983,1.696005208,8683,26,27.71142896,7.487837847,5.873186745
Thatched_Hut,1816,161,North,Thatch,Medium,High,7.454159948,4.133480263,0.904126834,12872,65,12.10354137,10.74347511,17.24664267
Thatched_Hut,1771,269,North,Timber,Medium,High,3.665712355,2.020389646,1.831162536,16665,42,10.7889318,5.31294852,6.42515582
Wooden_House,1763,130,West,Timber,High,High,7.371210951,4.291569501,0.705955063,10310,65,17.83085996,10.2880177,20.89418173
Wooden_House,1904,272,West,Brick,High,High,5.699456713,3.542245762,1.00451859,16314,32,26.14202652,6.869503589,7.738159286
Brick_Cottage,1908,185,East,Thatch,Low,Low,7.352636108,4.338095511,1.380122178,16656,40,37.22849159,8.337864424,18.72795058
Thatched_Hut,1771,153,West,Timber,Low,Low,3.959014398,3.567490427,0.654357633,5652,20,35.39305529,10.7584539,7.324459901
Wooden_House,1976,202,West,Thatch,High,High,5.461634077,3.923074573,1.595195282,10799,38,24.7133938,6.899513246,14.13655366
Stone_Villa,1973,122,West,Thatch,Low,Low,4.178016367,4.358994966,1.080869072,13812,79,11.11155981,6.296452582,12.76271459
Stone_Villa,1794,243,North,Thatch,High,High,3.703899508,3.215324164,1.676608498,8790,52,26.05758204,9.769192297,16.79133355
Wooden_House,1865,256,North,Brick,High,High,5.97011646,2.008124449,1.239344428,19250,23,31.143868,8.733764241,6.65271263
Wooden_House,1731,227,North,Stone,Low,Low,4.331133684,4.549839488,0.771311787,6645,22,20.17493598,8.600827081,8.542262469
Thatched_Hut,1710,244,West,Stone,Low,Low,5.850788073,3.142671088,1.602142717,15435,71,13.3318991,6.797386609,20.16265943
Thatched_Hut,1916,98,North,Timber,Medium,High,3.949457928,3.488128178,0.878215934,9512,47,18.3570386,5.244162141,8.803077801
Brick_Cottage,1988,85,West,Thatch,Medium,High,4.827945886,2.023299926,1.236215452,9759,89,33.14766593,7.871883968,21.37945756
Thatched_Hut,1801,175,North,Brick,Medium,High,6.626530232,3.476276031,0.613299904,16683,89,20.53731497,5.745916363,21.95617275
Stone_Villa,1966,117,North,Thatch,High,High,5.248206087,4.959462205,1.426799982,10874,74,34.35944472,11.34192405,16.71285736
Stone_Villa,1913,127,South,Thatch,Low,Low,6.01098166,2.834802982,1.498786649,16903,76,19.58564355,5.288752264,18.92386303
Wooden_House,1878,154,East,Brick,High,High,6.089831763,3.186254811,1.068011315,8688,35,14.90665115,8.021555979,8.106726377
Thatched_Hut,1787,218,West,Stone,Low,Low,6.875020176,4.061569989,1.93163417,12689,43,23.07545079,5.365719086,11.8793888
Brick_Cottage,1740,266,South,Thatch,High,High,4.799691178,4.444381003,1.811253382,6379,88,23.56823537,5.668807122,22.91621949
Stone_Villa,1775,171,North,Thatch,Medium,High,6.24918225,3.252174872,1.561911374,9243,60,10.48324656,9.612066668,15.57643513
Stone_Villa,1745,168,West,Stone,Medium,High,7.346463228,2.929006611,1.570478112,15237,96,13.51135218,9.529778827,19.64106832
Brick_Cottage,1859,239,North,Brick,Medium,High,6.420973337,4.8134774,0.878602572,16240,66,15.54778056,5.231365364,20.8938205
Brick_Cottage,1779,163,East,Timber,High,High,5.459481907,4.0314349,1.485222847,14580,95,13.40761952,5.007920326,25.6968043
Stone_Villa,1785,59,South,Stone,Low,Low,6.022869778,2.357063913,0.797309398,11507,88,20.24578226,5.551726541,21.61650087
Stone_Villa,1791,198,East,Timber,Low,Low,6.458731591,2.206783634,0.716004836,12819,50,38.93868567,10.34099228,14.38754333
Brick_Cottage,1847,213,South,Timber,Medium,High,5.949103063,3.450649552,1.999201841,19013,49,25.27667615,9.092035309,12.25237191
Stone_Villa,1860,189,North,Stone,Medium,High,3.566703254,2.660270198,1.433563897,13593,37,28.82668072,5.266827716,13.08533334
Wooden_House,1901,140,East,Thatch,Medium,High,4.279093991,2.76195426,1.146481809,7653,63,20.69159436,8.416679111,16.84203118
Wooden_House,1941,281,East,Timber,Medium,High,6.741872869,4.633076536,0.932246784,10611,46,19.70463285,9.984205499,9.506364689
Brick_Cottage,1701,51,North,Timber,Low,Low,4.590602589,2.268698073,1.405880665,11127,45,10.69440316,11.08265976,11.86278997
Thatched_Hut,1924,167,East,Brick,High,High,6.426248478,4.146092346,0.574390262,17516,79,25.01000967,11.53825543,16.73078606
Brick_Cottage,1988,62,West,Thatch,High,High,4.988480861,2.81342676,0.642021486,18886,37,24.5082702,7.292083941,6.072234028
Brick_Cottage,1932,230,South,Timber,High,High,5.587537313,4.280984664,0.549285047,8923,75,14.73492179,5.950826999,20.06918221
Thatched_Hut,1776,209,South,Brick,High,High,3.771893199,4.167234153,1.24875475,19872,50,32.92972001,6.658481445,15.29515834
Thatched_Hut,1815,144,South,Thatch,Medium,High,4.224902244,2.022175704,1.400909944,13459,78,24.78022991,10.43320044,17.21192665
Thatched_Hut,1853,193,West,Stone,Medium,High,7.328787854,3.527406239,0.593719642,18716,21,20.1698191,11.80038951,7.778158496
Wooden_House,1802,81,South,Stone,Medium,High,7.060552214,2.417958447,1.581836701,10912,58,14.40726727,8.264755322,19.38974369
Stone_Villa,1893,81,North,Brick,High,High,6.109100444,4.598681092,0.845592607,10130,80,26.56482481,7.137472495,21.23554001
Wooden_House,1865,173,East,Stone,Medium,High,5.33857839,4.614757649,1.527802181,10439,82,32.58451078,8.004334074,22.30571281
Stone_Villa,1789,275,West,Timber,Medium,High,6.203045172,3.255037422,1.97284571,12880,37,18.45998058,7.133692013,6.559895451
Wooden_House,1873,60,South,Thatch,Low,Low,5.974441156,3.333186855,1.536658805,17413,36,16.56383055,6.795412662,7.144465707
Stone_Villa,1821,59,North,Timber,Low,Low,5.774209022,2.909848818,1.824789579,11449,58,25.65804892,9.156255267,13.23118111
Wooden_House,1842,64,East,Timber,Medium,High,3.736708287,4.149818897,1.92229776,6725,90,14.66029908,5.110151863,20.70614686
Thatched_Hut,1805,66,East,Stone,Low,Low,6.031210443,3.075984089,1.230126573,14304,73,29.9984016,6.816865741,22.01798119
Brick_Cottage,1822,217,West,Timber,Low,Low,6.575680178,2.803377424,1.553487469,12522,95,28.16030884,9.629674545,21.39034484
Wooden_House,1708,195,West,Stone,Medium,High,7.476326619,3.296693179,1.77795388,15867,54,12.61246149,5.224438874,13.31834599
Stone_Villa,1961,232,West,Thatch,Medium,High,3.54431421,2.274462555,1.034913369,18663,30,11.09561138,5.582412716,5.326744552
Thatched_Hut,1772,250,North,Thatch,Medium,High,6.420693813,4.239809614,0.892095975,9784,80,28.60865958,7.053773014,18.20655155
Wooden_House,1922,202,North,Timber,Medium,High,5.787157264,2.037789204,1.919897859,14472,63,18.82881322,11.14463359,19.63617169
Wooden_House,1740,281,West,Brick,High,High,5.236208704,3.933455185,1.589455251,6232,87,12.5933726,10.35420312,20.56117278
Thatched_Hut,1903,108,South,Stone,High,High,4.010280698,2.54859358,0.8295232,17568,44,32.78286115,5.155096406,9.611419618
Wooden_House,1963,127,East,Stone,Medium,High,5.136340595,2.697212139,1.173625089,17730,67,19.42132009,8.511989717,18.43039014
Brick_Cottage,1877,173,East,Timber,Low,Low,4.917508732,3.906895996,1.694677654,15055,51,23.78798649,6.922812458,15.87320196
Wooden_House,1783,299,North,Stone,Medium,High,4.711319556,4.978830397,1.320594486,18124,23,17.10438782,9.540519613,8.422696598
Brick_Cottage,1810,266,East,Stone,Medium,High,6.423518493,4.333152467,1.474928147,17676,57,28.81951235,10.05087718,11.8307395
Brick_Cottage,1950,163,South,Brick,Low,Low,6.302902085,2.677518897,1.630652303,13808,82,19.04465246,11.04003804,18.32782352
Thatched_Hut,1706,71,East,Brick,High,High,5.856080364,2.528074265,1.433013783,13338,66,39.04062884,8.32791366,14.43408364
Wooden_House,1783,293,North,Timber,Medium,High,7.254659253,4.598698611,1.310118983,12446,20,31.08842646,11.96115062,11.51014719
Thatched_Hut,1907,207,North,Brick,Medium,High,4.899417537,3.332551844,1.624421427,9616,22,14.10166829,11.85990275,7.439616479
Wooden_House,1721,261,South,Timber,High,High,4.475207751,2.411158408,1.591344553,9725,81,22.50084519,11.17516707,18.52469435
Wooden_House,1702,262,South,Thatch,High,High,6.123613252,4.58663427,1.4448086,8677,83,21.56263299,9.024086466,18.4434074
Stone_Villa,1826,221,East,Timber,Low,Low,4.295256244,4.448277059,1.03968412,19769,36,26.02741332,7.786045063,7.235655186
Wooden_House,1996,81,East,Thatch,High,High,4.760042029,4.951719092,1.108718138,11287,97,35.25792023,7.550704171,19.86014809
Thatched_Hut,1887,228,North,Timber,High,High,4.39840976,4.72923106,1.955657823,13480,81,27.50266046,5.084873251,24.82490235
Brick_Cottage,1713,223,South,Stone,High,High,3.776614271,4.555371016,0.668578898,6409,54,11.84670033,6.744221481,9.520619292
Wooden_House,1711,162,South,Brick,Low,Low,6.809994967,2.157723193,0.902757376,13205,32,29.6624709,10.03165764,6.363659312
Stone_Villa,1786,169,South,Thatch,High,High,4.518162172,2.313246108,1.238602639,5256,54,10.24795894,9.225424699,16.85545976
Thatched_Hut,1711,198,East,Timber,High,High,5.392110013,3.706949583,1.755094529,6721,62,33.39881382,11.41495532,16.64246274
Wooden_House,1724,276,South,Brick,Low,Low,3.673261093,3.594437739,0.745513496,6423,21,29.99908217,5.350155868,10.93307494
Thatched_Hut,1942,171,North,Timber,High,High,6.297357865,3.373889643,0.915431927,18518,75,19.26356975,6.086936222,14.29530714
Stone_Villa,1821,81,North,Brick,High,High,4.822244009,3.190367976,0.598697327,9953,96,18.77325414,10.52470653,22.05296469
Stone_Villa,1846,271,East,Brick,Low,Low,6.478946911,3.293631455,1.558977899,7990,70,33.9481899,7.509553418,18.1144814
Thatched_Hut,1754,168,West,Timber,Medium,High,5.149612242,3.707893802,0.857314153,6195,73,33.50010076,5.828417336,22.07877707
Wooden_House,1937,88,East,Thatch,Low,Low,4.283022426,2.006229553,1.083012126,9559,35,20.56907063,11.97515354,4.187644025
Brick_Cottage,1872,290,West,Thatch,High,High,5.552700329,2.782126322,1.165552171,9365,37,18.96843184,10.51075212,8.987948611
Stone_Villa,1920,61,South,Stone,High,High,4.022018239,3.554839162,1.836970903,6244,26,26.79474367,7.861187257,11.30898023
Wooden_House,1818,282,East,Brick,High,High,5.262156639,4.166648296,1.116995435,16415,64,10.2509698,10.76343234,14.53046148
Wooden_House,1882,224,North,Stone,Low,Low,4.76922191,2.522470077,0.71783753,11766,55,12.48001114,9.764227091,13.18015406
Brick_Cottage,1987,67,South,Stone,High,High,7.147838337,3.640643521,1.286472408,10302,60,13.7850877,10.52982332,10.8181101
Stone_Villa,1999,198,North,Timber,High,High,3.743714887,4.143379052,1.944436992,16662,61,15.56235453,10.70644464,9.81010953
Stone_Villa,1781,190,South,Timber,Low,Low,6.276069656,3.333882974,1.411528462,17359,26,25.3605438,5.593100783,11.52546511
Wooden_House,1910,198,East,Timber,Medium,High,4.231004664,2.081243401,1.975080831,17161,34,39.76725745,9.360810214,12.77053226
Wooden_House,1849,175,West,Brick,Medium,High,4.776180297,3.347804475,1.761660963,6306,79,29.57840205,5.047498871,24.92746452
Brick_Cottage,1736,185,South,Timber,High,High,5.162056252,2.889334663,0.553948634,15313,59,11.83896383,5.304193724,16.62361565
Brick_Cottage,1758,95,West,Timber,Low,Low,7.132060357,4.788948823,1.487599393,7402,56,25.76738122,11.32786006,15.00963125
Stone_Villa,1830,153,South,Brick,High,High,4.470313064,2.373840157,0.930150316,19038,85,24.89935637,8.692946049,23.55978119
Thatched_Hut,1901,287,North,Brick,Low,Low,3.86523521,3.957427867,1.339425283,5496,74,14.32503447,10.1513139,12.17958813
Stone_Villa,1942,184,North,Thatch,Low,Low,4.774758416,2.158159299,0.919017786,8399,96,37.60817106,10.86950693,22.66725314
Wooden_House,1734,200,South,Timber,Medium,High,3.918703882,3.338511313,1.023305625,18275,99,23.22295743,11.64710737,19.62331732
Stone_Villa,1792,285,West,Timber,Medium,High,4.014385944,3.661938462,1.884753068,16798,75,39.83677422,11.08546994,14.82015448
Thatched_Hut,1906,273,East,Timber,Low,Low,5.795402392,2.893864794,0.809964777,19915,63,22.60216886,8.383180141,18.7163029
Brick_Cottage,1912,252,East,Thatch,High,High,3.743607732,3.365226907,1.811163677,5909,76,28.23873108,7.351792152,18.53323885
Thatched_Hut,1858,135,North,Timber,Medium,Low,3.623723526,2.490661384,0.545686712,5372,25,13.14287609,6.081452653,7.47754604
Thatched_Hut,1723,199,East,Thatch,High,High,6.357656406,2.912371548,0.636314808,17649,51,23.62683471,7.802250377,13.29361348
Thatched_Hut,1992,284,North,Stone,Medium,High,4.946588379,3.863318975,1.782012562,11236,93,17.16297682,7.565455054,20.87987318
Brick_Cottage,1703,138,East,Thatch,Medium,High,4.001501397,2.905400168,1.445834046,6344,37,35.06694396,8.917023894,7.284214187
Thatched_Hut,1919,71,South,Stone,High,High,4.514451083,4.699229235,1.620854207,13515,87,33.51758755,9.658565861,22.80644937
Thatched_Hut,1719,141,North,Timber,Medium,High,6.068346029,3.885220873,0.814126506,7431,92,34.72539999,11.84827834,21.86153094
Thatched_Hut,1851,78,North,Stone,Medium,High,4.602146269,3.315947055,1.305625183,9670,26,31.70828313,10.0987033,11.81983652
Wooden_House,1749,62,South,Thatch,High,High,5.4780845,2.116270807,1.605828835,18023,27,34.98049671,9.506239727,6.698715977
Thatched_Hut,1876,259,North,Brick,Medium,High,3.986781227,3.498645006,1.440971206,7784,83,16.02486251,7.34564704,15.77729839
Brick_Cottage,1795,51,East,Stone,Medium,High,5.85237455,4.294328726,1.20754815,15585,26,23.5613133,5.241527135,10.89160889
Thatched_Hut,1804,78,East,Stone,Medium,High,4.764310735,2.796672794,1.93967568,17112,60,30.7554064,7.016875902,19.51435506
Thatched_Hut,1949,262,North,Timber,High,High,6.007873738,4.420320709,1.514236,14407,59,29.12177494,10.3791353,15.36226569
Brick_Cottage,1816,256,East,Thatch,Low,Low,6.733579529,2.755420298,1.8616262,6695,22,31.49063449,6.436903586,11.89801118
Thatched_Hut,1927,229,West,Stone,High,High,5.946585678,4.471239164,1.594655767,6907,36,16.72775149,9.985317356,14.84230373
Brick_Cottage,1765,76,North,Stone,Low,Low,4.68299025,2.255805025,1.603195293,9814,85,12.95304127,9.058458898,23.72776387
Thatched_Hut,1961,99,South,Stone,Medium,High,4.522974806,4.598551127,0.620027405,5780,98,37.50419734,6.202998088,26.81467595
Brick_Cottage,1994,144,West,Stone,Low,Low,4.809683835,3.497559353,1.039196933,6019,71,26.80515687,6.831373644,20.31494777
Thatched_Hut,1942,256,North,Brick,High,High,4.158482053,2.889612769,1.78755411,16457,41,14.61477774,8.474125224,7.522082627
Thatched_Hut,1885,292,South,Thatch,High,High,4.224687403,2.795339751,0.848905793,6403,23,33.80309746,7.928622936,11.84232518
Wooden_House,1945,200,East,Timber,Medium,High,6.662764408,3.296031677,0.673258799,6426,25,37.4478981,10.44994693,9.037203898
Wooden_House,1824,137,South,Timber,Low,Low,5.038930306,4.997148494,0.989159085,13855,57,15.08690556,10.1408325,18.01992831
Thatched_Hut,1967,93,West,Brick,Medium,High,5.243980722,2.66098218,0.830656827,10868,45,34.52237366,9.022021524,9.084100309
Thatched_Hut,1830,254,East,Thatch,Medium,High,5.876197862,2.309649947,1.887932292,15839,30,37.99675184,10.75592298,9.944993208
Stone_Villa,1936,71,North,Stone,High,High,5.858613981,3.755105506,1.801949963,5010,36,38.15084801,8.938686785,12.71505931
